version,delay_min,delay_max,delay_l2,n_near_bounds_55mm,tag_delay_mm
v1-old,0.0,0.0,0.0,0,0.0
v2,0.0,0.0,0.0,0,0.0
v3-lite,0.0,0.0,0.0,0,0.0
v3-full,-233.90629515736555,176.76794273198334,371.36201963638246,4,0.0
v4-io,-12.714800063581231,59.99999999999747,74.65551845219049,1,0.0
