version,ID,tilt,facing,inner_radius_mm,outer_radius_mm,deltaR_mm,deltaR_error_mm,abs_deltaR_error_mm,inner_radius_bias_mm,outer_radius_bias_mm,inner_outer_center_sep_mm,inner_turn_center_rms_3d_mm,outer_turn_center_rms_3d_mm,inner_turn_center_p95_3d_mm,outer_turn_center_p95_3d_mm,inner_turn_count,outer_turn_count,inner_circle_thickness_rms_diagnostic,outer_circle_thickness_rms_diagnostic
v1-old,ID25,planar,none,511.7779806602229,636.720772952445,124.94279229222212,4.942792292222123,4.942792292222123,71.77798066022291,76.72077295244503,55.44554194549972,14.271731877359366,14.008473763582652,23.446735766310127,22.860484826008484,30,30,91.19363348874843,95.35959423622849
v1-old,ID29,mid,ABEF,512.8611350388386,640.6308811455633,127.76974610672471,7.76974610672471,7.76974610672471,72.8611350388386,80.63088114556331,59.85886726517162,17.818352818458052,15.568890230131712,32.23917025678073,27.03311788052781,30,30,93.38732969436187,98.05408995548498
v2,ID25,planar,none,460.73263152126174,591.3901526423415,130.65752112107975,10.657521121079753,10.657521121079753,20.732631521261737,31.39015264234149,55.977831402701085,13.968452248977625,13.074661203743076,24.80861780925378,20.82834371819993,30,30,84.22410487141872,95.50182631404022
v2,ID29,mid,ABEF,463.45093341549034,594.742797024992,131.29186360950166,11.291863609501661,11.291863609501661,23.45093341549034,34.742797024992,57.996280193674515,15.188221161453383,12.717655700186262,26.364883766390797,21.373712978128943,30,30,86.69678282694478,97.37611995324731
v3-full,ID25,planar,none,497.5559689471897,633.7421193943708,136.1861504471811,16.18615044718109,16.18615044718109,57.55596894718968,73.74211939437077,100.14915932530974,19.780572867059377,20.220853425901804,37.738769501132424,31.768110894610686,30,30,115.72222899912605,138.6327133550842
v3-full,ID29,mid,ABEF,500.7254465811061,636.8882108559767,136.1627642748706,16.162764274870597,16.162764274870597,60.7254465811061,76.8882108559767,102.13467807904324,20.28801392231499,21.0001260413759,34.699294322515705,37.29657421797657,30,30,115.16836489618586,138.62582861102578
v3-lite,ID25,planar,none,465.8613753477235,595.5945017288411,129.73312638111764,9.733126381117643,9.733126381117643,25.86137534772348,35.594501728841124,54.68463925283655,13.842198675291447,12.78412109566262,24.06284496151963,20.15582256685163,30,30,84.28614076313787,95.25640890691477
v3-lite,ID29,mid,ABEF,468.728421948352,599.0804041654328,130.35198221708083,10.351982217080831,10.351982217080831,28.72842194835198,39.08040416543281,57.022489208686835,15.133247649313496,12.482216831622152,27.179694941792793,21.54335517591338,30,30,87.13228255431127,96.83262492975653
v4-io,ID25,planar,none,490.30437441612736,622.4849450377227,132.18057062159534,12.180570621595336,12.180570621595336,50.30437441612736,62.484945037722696,75.27092573583649,14.26732735253634,16.66160988041347,29.138402524683737,26.340800948387596,30,30,97.29428706027385,115.34361765718118
v4-io,ID29,mid,ABEF,494.16898449789744,625.311143841697,131.14215934379956,11.142159343799563,11.142159343799563,54.16898449789744,65.311143841697,76.02431763970225,16.06315290340141,16.71990151683243,25.0488070432048,28.64118513911443,30,30,99.66553038232031,116.09097043635258
